id,title,facility,date,day,link,fee,isFree,price,category,location,lat,lng,tip
92,"[서울/도서관] [마포구립서강도서관] 8월/어린이 2026 어린이 여름 독서교실 [여름아, 읽자]",4층 어린이자료실 해봄,2026-08-05 ~ 2026-08-06 (10:30~ 11:20),5,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158617&menuNo=200011,무료,True,0,도서관,서울특별시 마포구 4층 어린이자료실 해봄,37.5477,126.9321,서가 뒤 그늘진 자리를 확보하여 지식을 도청하십시오. 도서관 전용 스파이답게 사뿐사뿐 걷는 음소거 이동 기술이 핵심입니다.
93,[서울/전시] [서울시립 북서울미술관] 2026 대학(원)생 예비 에듀케이터 프로그램,서울시립 북서울미술관 B1 스튜디오2,2026-08-04 ~ 2026-08-28 (10:00 ~ 16:30),4,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158466&menuNo=200011,무료,True,0,전시,서울특별시 노원구 서울시립 북서울미술관 B1 스튜디오2,37.6407,127.0669,서가 뒤 그늘진 자리를 확보하여 지식을 도청하십시오. 도서관 전용 스파이답게 사뿐사뿐 걷는 음소거 이동 기술이 핵심입니다.
94,[서울/공연] [영등포문화재단] 클래식 입문 시리즈 [여름밤 클래식],영등포아트홀,2026-08-04 ~ 2026-08-22 (8.4.(화) 19:30 / 8.12.(수) 19:30 / 8.22.(토) 16:00),4,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158333&menuNo=200008,공연별 상이,True,0,공연,서울특별시 영등포구 영등포아트홀,37.5260,126.9001,영등포아트홀 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
95,[서울/공연] [서울상상나라] 제2기 초등연극학교 : 슈퍼 파워 상상에너지,서울상상나라 B1표현놀이실,"2026-08-04 ~ 2026-08-14 (A반 10:00~11:30, B반 12:30~14:00, C반 10:00~11:30, D반 12:30~14:00)",4,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158665&menuNo=200011,"100,000원",True,0,공연,서울특별시 광진구 서울상상나라 B1표현놀이실,37.5506,127.0776,서울상상나라 B1표현놀이실 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
96,[서울/전시] [서울시립 남서울미술관] 《권진규의 영원한 집》 연계 프로그램 [우리는 미술관에서 AI와 철학한다],서울시립 남서울미술관(서울시 관악구 남부순환로 2076),2026-08-04 ~ 2026-08-07 (14:00 ~ 15:30(90분)),4,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158652&menuNo=200011,무료,True,0,전시,서울특별시 관악구 서울시립 남서울미술관(서울시 관악구 남부순환로 2076),37.4761,126.9795,서울시립 남서울미술관(서울시 관악구 남부순환로 2076) 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
97,"[서울/공연] 천예나 피아노 독주회 - Chopin, 그 시적인 순간들",세종체임버홀,2026-08-04 ~ 2026-08-04 (19:30),4,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158668&menuNo=200008,"전석 20,000",True,0,공연,서울특별시 종로구 세종체임버홀,37.5726,126.9760,세종체임버홀 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
98,[서울/공연] [강북문화재단] 2026 코르딕 커넥션 프로젝트 [베이비 오페라 전문 워크숍],강북문화예술회관 강북진달래홀,2026-08-04 ~ 2026-08-04 (9:00 ~ 18:00),4,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158637&menuNo=200011,무료,True,0,공연,서울특별시 강북구 강북문화예술회관 강북진달래홀,37.6410,127.0139,서가 뒤 그늘진 자리를 확보하여 지식을 도청하십시오. 도서관 전용 스파이답게 사뿐사뿐 걷는 음소거 이동 기술이 핵심입니다.
99,[서울/강연] [강남구 평생학습센터] 2026 온가족 여름방학 특강,강남구 평생학습센터,2026-08-03 ~ 2026-08-13 (프로그램별 상이),3,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158641&menuNo=200011,무료,True,0,강연,서울특별시 강남구 강남구 평생학습센터,37.5176,127.0475,강남구 평생학습센터 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
100,[서울/전시] [서울무형유산교육전시장] 2026년 2차 일반교육 모집안내(18주),서울무형유산 교육전시장,2026-08-01 ~ 2026-12-31 (프로그램 별 상이),1,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158477&menuNo=200011,강좌별 상이,True,0,전시,서울특별시 종로구 서울무형유산 교육전시장,37.5769,126.9911,서울무형유산 교육전시장 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
101,[서울/공연] [중구문화재단] 뮤지컬 [디어 에반 핸슨],충무아트센터,"2026-08-01 ~ 2026-11-01 (화?수?목 19:30┃금 14:30, 19:30 토 14:00, 19:00┃일 15:00(월 공연 없음))",1,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158529&menuNo=200008,"VIP석 160,000원┃R석 130,000원 S석 100,000원┃A석 70,000원",True,0,공연,서울특별시 중구 충무아트센터,37.5659,127.0148,충무아트센터 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
102,[서울/공연] [미래한강본부] 2026 한강페스티벌-여름 [Hangang River Festival-Summer],"한강 수상과 9개 한강공원 일대(망원, 잠실, 양화, 난지 중심)",2026-08-01 ~ 2026-08-16 (프로그램 별 상이),1,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158429&menuNo=200010,무료(일부 프로그램 유료),True,0,공연,"서울특별시 마포구 한강 수상과 9개 한강공원 일대(망원, 잠실, 양화, 난지 중심)",37.5523,126.8999,"한강 수상과 9개 한강공원 일대(망원, 잠실, 양화, 난지 중심) 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요."
103,[서울/공연] 2026 아시테지 국제여름축제 [내 친구 송아지],종로 아이들극장,"2026-08-01 ~ 2026-08-02 (토,일 14:00 17:00)",1,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158570&menuNo=200008,"35,000원",True,0,공연,서울특별시 종로구 종로 아이들극장,37.5903,126.9983,종로 아이들극장 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
104,[서울/도서관] [서울아트책보고] 천하제일덕질비평대회 [덕질비평 백일장] 다 울었니? 이제 덕력을 쓰자,서울아트책보고 북카페,2026-08-01 ~ 2026-08-01 (14:00 ~ 16:00),1,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158580&menuNo=200011,무료,True,0,도서관,서울특별시 구로구 서울아트책보고 북카페,37.4982,126.8671,서가 뒤 그늘진 자리를 확보하여 지식을 도청하십시오. 도서관 전용 스파이답게 사뿐사뿐 걷는 음소거 이동 기술이 핵심입니다.
105,[서울/공연] 2026 카오스 콘서트 : 인긴-인간-인갼,연세대 백주년기념관 콘서트홀,2026-08-01 ~ 2026-08-01 (13:00 ~ 18:00),1,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158452&menuNo=200008,얼리버드(~7/9) : 2만 원 / 정가 : 4만 원(학생 3만 원),True,0,공연,서울특별시 서대문구 연세대 백주년기념관 콘서트홀,37.5661,126.9439,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
106,[서울/공연] 루시어콘서트 : 마드리드 공방의 초대,파르티타홀,2026-08-01 ~ 2026-08-01 (17:00 ~ 19:00),1,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158612&menuNo=200008,무료,True,0,공연,서울특별시 서초구 파르티타홀,37.4890,127.0172,공방 공작원의 지시에 따라 정밀한 나만의 전리품을 제작하십시오. 손재주를 발휘해 고급 굿즈를 합법적으로 탈취할 절호의 기회입니다.
107,[서울/공연] [라율 영재&영아티스트] 최아인 첼로 독주회,라율아트홀,2026-08-01 ~ 2026-08-01 (14:00 ~ 15:00),1,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158485&menuNo=200008,"20,000원",True,0,공연,서울특별시 서초구 라율아트홀,37.4824,127.0126,라율아트홀 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
108,[서울/영화] 2026 아뜰리에 광화 [세종뜨락 작은 영화관],세종문화회관 세종뜨락,2026-08-01 ~ 2026-08-01 (20:00),1,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158647&menuNo=200013,무료,True,0,영화,서울특별시 종로구 세종문화회관 세종뜨락,37.5726,126.9760,세종문화회관 세종뜨락 기밀 스크린 근처 어두운 자리를 확보하십시오. 쉿! 퇴근 길 조용히 잠입해서 공짜 시네마 낭만을 가로채는 미션입니다.
109,"[서울/공연] [구로문화재단] 명화해설음악회 [도슨트와 함께, 음악으로 잠시 쉬어가다.]",구로창의아트홀,2026-08-01 ~ 2026-08-01 (17:00),1,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158520&menuNo=200008,전석 2만원,True,0,공연,서울특별시 구로구 구로창의아트홀,37.4983,126.8658,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
110,[서울/공연] [관악문화재단] 상주단체시리즈 1 : 뮤지컬 [왕세자실종사건],관악아트홀 공연장,2026-07-31 ~ 2026-08-01 (7.31.(금) 19:30 / 8.1.(토) 15:00),31,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158630&menuNo=200008,"50,000원",True,0,공연,서울특별시 관악구 관악아트홀 공연장,37.4676,126.9450,관악아트홀 공연장 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
111,[서울/공연] 2026년 야간 공연 관람권_[진노 震怒],예술공간 혜화,2026-07-31 ~ 2026-07-31 (금 19:30),31,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158599&menuNo=200008,"야간 공연 관람권 10,000원",True,0,공연,서울특별시 종로구 예술공간 혜화,37.5866,127.0005,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
112,[서울/공연] 피아니스트 고예린 & 김경진 듀오 리사이틀,세종체임버홀,2026-07-31 ~ 2026-07-31 (19:30),31,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158669&menuNo=200008,"전석 20,000원",True,0,공연,서울특별시 종로구 세종체임버홀,37.5726,126.9760,세종체임버홀 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
113,[서울/공연] 서울일러스트레이션페어V.21,서울 코엑스 C홀,2026-07-30 ~ 2026-08-02 (10:00 ~ 18:00 *입장마감: 전시 관람 종료 1시간 전),30,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157622&menuNo=200009,"성인 : 15,000원 / 청소년 : 9,000원",True,0,공연,서울특별시 강남구 서울 코엑스 C홀,37.5118,127.0592,서울 코엑스 C홀 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
114,[서울/공연] 2026 국립극장 어린이 예술학교 여름방학 2기,국립극장 별관 별별예술마루,2026-07-30 ~ 2026-08-01 (3 - 4학년 10:00 ~ 12:00 / 1 - 2학년 14:00 ~ 16:00),30,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158398&menuNo=200011,6만원,True,0,공연,서울특별시 중구 국립극장 별관 별별예술마루,37.5520,126.9993,국립극장 별관 별별예술마루 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
115,[서울/도서관] [서울책보고] 작가들토크 with 한국과학소설작가연대 [SF작가의 사생활 - 어쩌다 보니 SF작가가 되어버렸어],서울책보고 라운지,2026-07-30 ~ 2026-07-30 (19:00 ~ 21:00),30,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158655&menuNo=200011,무료,True,0,도서관,서울특별시 송파구 서울책보고 라운지,37.5220,127.1038,서가 뒤 그늘진 자리를 확보하여 지식을 도청하십시오. 도서관 전용 스파이답게 사뿐사뿐 걷는 음소거 이동 기술이 핵심입니다.
116,[서울/공연] 조종현 귀국 클라리넷 독주회,세종체임버홀,2026-07-30 ~ 2026-07-30 (19:30),30,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158670&menuNo=200008,"전석 20,000원",True,0,공연,서울특별시 종로구 세종체임버홀,37.5726,126.9760,세종체임버홀 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
117,[서울/공연] 제25회 송파구립 청소년 교향악단 정기연주회 : 세헤라자데,송파문화예술회관 아트홀,2026-07-30 ~ 2026-07-30 (19:00 ~ 20:40),30,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158640&menuNo=200008,무료,True,0,공연,서울특별시 송파구 송파문화예술회관 아트홀,37.5024,127.0935,송파문화예술회관 아트홀 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
118,[서울/전시] [서울시립 남서울미술관] 2026년 한국 대표 조각가전 《조숙진: 지나가는 자리》,"서울시립 남서울미술관 1층 야외, 2층 전시실",2026-07-29 ~ 2026-11-15 (평일(화-금) 10:00~20:00 / 토.일.공휴일 10:00~18:00),29,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158469&menuNo=200009,무료,True,0,전시,"서울특별시 관악구 서울시립 남서울미술관 1층 야외, 2층 전시실",37.4761,126.9795,"서울시립 남서울미술관 1층 야외, 2층 전시실 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요."
119,[서울/강연] [서울생활문화센터 체부] 길 위의 인문학 [노래와 예술로 만나는 인문학적 질문들],서울생활문화센터 체부 체부홀,2026-07-29 ~ 2026-08-26 (매주 수요일 10:00 ~ 12:00),29,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158678&menuNo=200011,무료,True,0,강연,서울특별시 종로구 서울생활문화센터 체부 체부홀,37.5767,126.9715,서울생활문화센터 체부 체부홀 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
120,[서울/전시] [청계천박물관] 2026년 여름방학 가족 교육 [청계천 시장에 가면],청계천박물관 지하 1층 교육실 (서울특별시 성동구 청계천로 530),"2026-07-29 ~ 2026-08-13 (수, 목, 금요일 10:00~12:00 / 14:00~16:00)",29,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158658&menuNo=200011,무료,True,0,전시,서울특별시 성동구 청계천박물관 지하 1층 교육실 (서울특별시 성동구 청계천로 530),37.5713,127.0350,청계천박물관 지하 1층 교육실 (서울특별시 성동구 청계천로 530) 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
121,[서울/도서관] 2026 지식정보 취약계층 도서관서비스 개선사업 [다양성 탐험대 : AI와 함께하는 문화다양성 이해],성현동작은도서관 미디어실,"2026-07-29 ~ 2026-08-06 (16:00~17:30, 매주 수요일과 목요일 )",29,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158545&menuNo=200011,무료,True,0,도서관,서울특별시 관악구 성현동작은도서관 미디어실,37.4873,126.9562,서가 뒤 그늘진 자리를 확보하여 지식을 도청하십시오. 도서관 전용 스파이답게 사뿐사뿐 걷는 음소거 이동 기술이 핵심입니다.
122,[서울/공연] 2026 아시테지 국제여름축제 [랑랑별 때때롱],종로 아이들극장,"2026-07-29 ~ 2026-07-30 (수,목 11:00 15:00)",29,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158569&menuNo=200008,"35,000원",True,0,공연,서울특별시 종로구 종로 아이들극장,37.5903,126.9983,종로 아이들극장 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
123,[서울/강연] [서울로봇인공지능과학관] 강연/라임 콜로키엄 [2026년 제4회_피지컬 AI 및 자율 로봇 기술],서울로봇인공지능과학관 1층 로비,2026-07-29 ~ 2026-07-29 (18:30),29,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158579&menuNo=200011,무료,True,0,강연,서울특별시 강북구 서울로봇인공지능과학관 1층 로비,37.6556,127.0495,서울로봇인공지능과학관 1층 로비 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
124,[서울/공연] [광진문화재단] 나루 영 아티스트와 함께하는 '문화가 있는 날' [살롱음악회] (7월),나루아트센터 스페이스76,2026-07-29 ~ 2026-07-29 (19:30),29,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158595&menuNo=200008,"전석 1,000원",True,0,공연,서울특별시 광진구 나루아트센터 스페이스76,37.5376,127.0706,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
125,[서울/전시] [서울갤러리] 런치 스테이지 [ 싱어송라이터 이훈주],서울갤러리 지하 1층 공연장,2026-07-29 ~ 2026-07-29 (12:30 ~ 13:00),29,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158536&menuNo=200008,무료,True,0,전시,서울특별시 중구 서울갤러리 지하 1층 공연장,37.5664,126.9779,서울갤러리 지하 1층 공연장 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
126,"[서울/전시] [서울공예박물관] 비밀요원 CMI: 두 번째 비밀코드 [1,2학년]",전시3동 1층 교육실 및 전시1동-전시3동 상설전시실,2026-07-28 ~ 2026-08-28 (10:00 ~ 11:20 (80분)),28,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158680&menuNo=200011,무료,True,0,전시,서울특별시 종로구 전시3동 1층 교육실 및 전시1동-전시3동 상설전시실,37.5766,126.9835,전시3동 1층 교육실 및 전시1동-전시3동 상설전시실 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
127,[서울/전시] [서울우리소리박물관] 2026 여름방학 교실 [우리소리 수집가],서울우리소리박물관 교육실,"2026-07-28 ~ 2026-08-07 (오전반(10:30~12:00), 오후반(13:30~15:00))",28,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158625&menuNo=200011,무료,True,0,전시,서울특별시 중구 서울우리소리박물관 교육실,37.5772,126.9896,서울우리소리박물관 교육실 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
128,[서울/공연] 김연경 바이올린 독주회,세종체임버홀,2026-07-28 ~ 2026-07-28 (19:30),28,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158671&menuNo=200008,"전석 30,000원",True,0,공연,서울특별시 종로구 세종체임버홀,37.5726,126.9760,세종체임버홀 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
129,[서울/공연] [세종문화회관] 세종 인스피레이션 [죽음과 소녀 콘서트],세종대극장,2026-07-27 ~ 2026-07-27 (19:30),27,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158448&menuNo=200008,"전석 40,000원",True,0,공연,서울특별시 종로구 세종대극장,37.5726,126.9760,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
130,"[서울/공연] [서울생활문화센터 체부] 청년문화기획자 네트워크 2026 [살롱, 내일] 2회차",서울생활문화센터 체부(체부홀),2026-07-27 ~ 2026-07-27 (월요일 19:00 ~ 20:30 ),27,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158613&menuNo=200011,무료,True,0,공연,서울특별시 종로구 서울생활문화센터 체부(체부홀),37.5767,126.9715,서울생활문화센터 체부(체부홀) 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
131,[서울/도서관] [서울아트책보고] 원데이클래스 [오카리나로 여름노래 연주하기 : 동요부터 지브리OST까지],서울아트책보고 워크숍룸,2026-07-26 ~ 2026-07-26 (11:00 ~ 13:00),26,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158656&menuNo=200011,무료,True,0,도서관,서울특별시 구로구 서울아트책보고 워크숍룸,37.4982,126.8671,서가 뒤 그늘진 자리를 확보하여 지식을 도청하십시오. 도서관 전용 스파이답게 사뿐사뿐 걷는 음소거 이동 기술이 핵심입니다.
132,[서울/공연] [세종문화회관] 김관지 on Sync Next 26,세종S씨어터,2026-07-26 ~ 2026-07-26 (16:00),26,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158422&menuNo=200008,"전석 15,000원",True,0,공연,서울특별시 종로구 세종S씨어터,37.5726,126.9760,세종S씨어터 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
133,[서울/공연] [서울생활문화센터 체부] 2026 하반기 생활문화콘서트 [로쿠스타 우쿨렐레 앙상블],서울생활문화센터 체부 체부홀,2026-07-26 ~ 2026-07-26 (17:00),26,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158675&menuNo=200008,무료,True,0,공연,서울특별시 종로구 서울생활문화센터 체부 체부홀,37.5767,126.9715,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
134,[서울/공연] [서울생활문화센터 체부] 2026 하반기 생활문화콘서트 [하나리케 마이투투],서울생활문화센터 체부 체부홀,2026-07-26 ~ 2026-07-26 (13:00),26,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158673&menuNo=200008,무료,True,0,공연,서울특별시 종로구 서울생활문화센터 체부 체부홀,37.5767,126.9715,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
135,[서울/도서관] [서울시립과학관] 과학북토크: 달작한 사이언스 (6월) [미생물로 쓴 소설들],서울시립과학관 3층 스타홀,2026-07-26 ~ 2026-07-26 (15:00),26,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158683&menuNo=200011,무료,True,0,도서관,서울특별시 금천구 서울시립과학관 3층 스타홀,37.6420,127.0774,서가 뒤 그늘진 자리를 확보하여 지식을 도청하십시오. 도서관 전용 스파이답게 사뿐사뿐 걷는 음소거 이동 기술이 핵심입니다.
136,[서울/공연] [서울시립과학관] 대학탐방 [독성시대X과학관: 서울시립대 화학물질 빅데이터 AI연구센터와 함께하는 독성학 탐험대],서울시립대학교 시대융합관 연구실,"2026-07-25 ~ 2026-08-08 (1,2회차 14:00 ~ 16:00)",25,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158462&menuNo=200011,"1인 당 20,000원",True,0,공연,서울특별시 동대문구 서울시립대학교 시대융합관 연구실,37.5826,127.0600,서울시립대학교 시대융합관 연구실 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
137,[서울/공연] 프랑스 음악 레퍼토리 [French Repertoire] 피아니스트 김기경,스튜디오301 성수,2026-07-25 ~ 2026-08-01 (토요일 16:00 ~ 17:10),25,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158627&menuNo=200008,"성인 29,000원, 청소년 19,000원, 예술인패스/복지할인 15,000원",True,0,공연,서울특별시 성동구 스튜디오301 성수,37.5479,127.0413,스튜디오301 성수 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
138,[서울/공연] [서울시립과학관] 2026여름방학 SAM& 스탬프 에듀투어,"시립노원청소년미래진로센터, 서울시립북서울미술관, 서울시립과학관 등",2026-07-25 ~ 2026-08-01 (신청 페이지 상세 안내 참고),25,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158624&menuNo=200011,"1인당 5,000원",True,0,공연,"서울특별시 노원구 시립노원청소년미래진로센터, 서울시립북서울미술관, 서울시립과학관 등",37.6420,127.0774,"시립노원청소년미래진로센터, 서울시립북서울미술관, 서울시립과학관 등 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요."
139,[서울/도서관] [서울아트책보고] 원데이클래스 [업사이클링 북바인딩 원데이클래스],서울아트책보고 워크숍룸,2026-07-25 ~ 2026-07-31 ( 11:00 ~ 17:00),25,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158582&menuNo=200011,"1팀 12,000원",True,0,도서관,서울특별시 구로구 서울아트책보고 워크숍룸,37.4982,126.8671,서가 뒤 그늘진 자리를 확보하여 지식을 도청하십시오. 도서관 전용 스파이답게 사뿐사뿐 걷는 음소거 이동 기술이 핵심입니다.
140,[서울/공연] Flutist Evelyn Chayeun Kim [Dreams & Fantasies] 김채은 플루트 리사이틀,아트센터 림 아트홀,2026-07-25 ~ 2026-07-28 (7.25(토) 16:00 / 7.28(화) 19:30),25,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158549&menuNo=200008,"전석 30,000원(자유석)",True,0,공연,서울특별시 종로구 아트센터 림 아트홀,37.5791,126.9820,아트센터 림 아트홀 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
